Sample,Trigger,face_recognition_inst/image_skin_select_inst/i_g_original[1][7:0],face_recognition_inst/image_skin_select_inst/o_r[0][7:0],face_recognition_inst/image_skin_select_inst/h_cnt[10:0],face_recognition_inst/image_skin_select_inst/v_cnt[10:0],face_recognition_inst/image_skin_select_inst/i_last,face_recognition_inst/image_skin_select_inst/i_user,face_recognition_inst/image_skin_select_inst/i_valid,face_recognition_inst/image_skin_select_inst/o_last,face_recognition_inst/image_skin_select_inst/o_user,face_recognition_inst/image_skin_select_inst/o_valid
883,0,37,50,0,1,0,0,0,0,0,0
884,0,37,50,0,1,0,0,0,0,0,0
885,0,37,50,0,1,0,0,0,0,0,0
886,0,37,50,0,1,0,0,0,0,0,0
887,0,37,50,0,1,0,0,0,0,0,0
888,0,37,50,0,1,0,0,0,0,0,0
889,0,37,50,0,1,0,0,0,0,0,0
890,0,37,50,0,1,0,0,0,0,0,0
891,0,37,50,0,1,0,0,0,0,0,0
892,0,37,50,0,1,0,0,0,0,0,0
893,0,37,50,0,1,0,0,0,0,0,0
894,0,37,50,0,1,0,0,0,0,0,0
895,0,37,50,0,1,0,0,0,0,0,0
896,0,37,50,0,1,0,0,0,0,0,0
897,0,37,50,0,1,0,0,0,0,0,0
898,0,37,50,0,1,0,0,0,0,0,0
899,0,37,50,0,1,0,0,0,0,0,0
900,0,37,50,0,1,0,0,0,0,0,0
901,0,37,50,0,1,0,0,0,0,0,0
902,0,37,50,0,1,0,0,0,0,0,0
903,0,37,50,0,1,0,0,0,0,0,0
904,0,37,50,0,1,0,0,0,0,0,0
905,0,37,50,0,1,0,0,0,0,0,0
906,0,37,50,0,1,0,0,0,0,0,0
907,0,37,50,0,1,0,0,0,0,0,0
908,0,37,50,0,1,0,0,0,0,0,0
909,0,37,50,0,1,0,0,0,0,0,0
910,0,37,50,0,1,0,0,0,0,0,0
911,0,37,50,0,1,0,0,0,0,0,0
912,0,37,50,0,1,0,0,0,0,0,0
913,0,37,50,0,1,0,0,0,0,0,0
914,0,37,50,0,1,0,0,0,0,0,0
915,0,37,50,0,1,0,0,0,0,0,0
916,0,37,50,0,1,0,0,0,0,0,0
917,0,37,50,0,1,0,0,0,0,0,0
918,0,37,50,0,1,0,0,0,0,0,0
919,0,37,50,0,1,0,0,0,0,0,0
920,0,37,50,0,1,0,0,0,0,0,0
921,0,37,50,0,1,0,0,0,0,0,0
922,0,37,50,0,1,0,0,0,0,0,0
923,0,37,50,0,1,0,0,0,0,0,0
924,0,37,50,0,1,0,0,0,0,0,0
925,0,37,50,0,1,0,0,0,0,0,0
926,0,37,50,0,1,0,0,0,0,0,0
927,0,37,50,0,1,0,0,0,0,0,0
928,0,37,50,0,1,0,0,0,0,0,0
929,0,37,50,0,1,0,0,0,0,0,0
930,0,37,50,0,1,0,0,0,0,0,0
931,0,37,50,0,1,0,0,0,0,0,0
932,0,37,50,0,1,0,0,0,0,0,0
933,0,37,50,0,1,0,0,0,0,0,0
934,0,37,50,0,1,0,0,0,0,0,0
935,0,37,50,0,1,0,0,0,0,0,0
936,0,37,50,0,1,0,0,0,0,0,0
937,0,37,50,0,1,0,0,0,0,0,0
938,0,37,50,0,1,0,0,0,0,0,0
939,0,37,50,0,1,0,0,0,0,0,0
940,0,37,50,0,1,0,0,0,0,0,0
941,0,37,50,0,1,0,0,0,0,0,0
942,0,37,50,0,1,0,0,0,0,0,0
943,0,37,50,0,1,0,0,0,0,0,0
944,0,37,50,0,1,0,0,0,0,0,0
945,0,37,50,0,1,0,0,0,0,0,0
946,0,37,50,0,1,0,0,0,0,0,0
947,0,37,50,0,1,0,0,0,0,0,0
948,0,37,50,0,1,0,0,0,0,0,0
949,0,37,50,0,1,0,0,0,0,0,0
950,0,37,50,0,1,0,0,0,0,0,0
951,0,37,50,0,1,0,0,0,0,0,0
952,0,37,50,0,1,0,0,0,0,0,0
953,0,37,50,0,1,0,0,0,0,0,0
954,0,37,50,0,1,0,0,0,0,0,0
955,0,37,50,0,1,0,0,0,0,0,0
956,0,37,50,0,1,0,0,0,0,0,0
957,0,37,50,0,1,0,0,0,0,0,0
958,0,37,50,0,1,0,0,0,0,0,0
959,0,37,50,0,1,0,0,0,0,0,0
960,0,37,50,0,1,0,0,0,0,0,0
961,0,37,50,0,1,0,0,0,0,0,0
962,0,37,50,0,1,0,0,0,0,0,0
963,0,37,50,0,1,0,0,0,0,0,0
964,0,37,50,0,1,0,0,0,0,0,0
965,0,37,50,0,1,0,0,0,0,0,0
966,0,37,50,0,1,0,0,0,0,0,0
967,0,37,50,0,1,0,0,0,0,0,0
968,0,37,50,0,1,0,0,0,0,0,0
969,0,37,50,0,1,0,0,0,0,0,0
970,0,37,50,0,1,0,0,0,0,0,0
971,0,37,50,0,1,0,0,0,0,0,0
972,0,37,50,0,1,0,0,0,0,0,0
973,0,37,50,0,1,0,0,0,0,0,0
974,0,37,50,0,1,0,0,0,0,0,0
975,0,37,50,0,1,0,0,0,0,0,0
976,0,37,50,0,1,0,0,0,0,0,0
977,0,37,50,0,1,0,0,0,0,0,0
978,0,37,50,0,1,0,0,0,0,0,0
979,0,37,50,0,1,0,0,0,0,0,0
980,0,37,50,0,1,0,0,0,0,0,0
981,0,37,50,0,1,0,0,0,0,0,0
982,0,37,50,0,1,0,0,0,0,0,0
983,0,37,50,0,1,0,0,0,0,0,0
984,0,37,50,0,1,0,0,0,0,0,0
985,0,37,50,0,1,0,0,0,0,0,0
986,0,37,50,0,1,0,0,0,0,0,0
987,0,37,50,0,1,0,0,0,0,0,0
988,0,37,50,0,1,0,0,0,0,0,0
989,0,37,50,0,1,0,0,0,0,0,0
990,0,37,50,0,1,0,0,0,0,0,0
991,0,37,50,0,1,0,0,0,0,0,0
992,0,37,50,0,1,0,0,0,0,0,0
993,0,37,50,0,1,0,0,0,0,0,0
994,0,37,50,0,1,0,0,0,0,0,0
995,0,37,50,0,1,0,0,0,0,0,0
996,0,37,50,0,1,0,0,0,0,0,0
997,0,37,50,0,1,0,0,0,0,0,0
998,0,37,50,0,1,0,0,0,0,0,0
999,0,37,50,0,1,0,0,0,0,0,0
1000,0,37,50,0,1,0,0,0,0,0,0
1001,0,37,50,0,1,0,0,0,0,0,0
1002,0,37,50,0,1,0,0,0,0,0,0
1003,0,37,50,0,1,0,0,0,0,0,0
1004,0,37,50,0,1,0,0,0,0,0,0
1005,0,37,50,0,1,0,0,0,0,0,0
1006,0,37,50,0,1,0,0,0,0,0,0
1007,0,37,50,0,1,0,0,0,0,0,0
1008,0,37,50,0,1,0,0,0,0,0,0
1009,0,37,50,0,1,0,0,0,0,0,0
1010,0,37,50,0,1,0,0,0,0,0,0
1011,0,37,50,0,1,0,0,0,0,0,0
1012,0,37,50,0,1,0,0,0,0,0,0
1013,0,37,50,0,1,0,0,0,0,0,0
1014,0,37,50,0,1,0,0,0,0,0,0
1015,0,37,50,0,1,0,0,0,0,0,0
1016,0,37,50,0,1,0,0,0,0,0,0
1017,0,37,50,0,1,0,0,0,0,0,0
1018,0,37,50,0,1,0,0,0,0,0,0
1019,0,37,50,0,1,0,0,0,0,0,0
1020,0,37,50,0,1,0,0,0,0,0,0
1021,0,37,50,0,1,0,0,0,0,0,0
1022,0,37,50,0,1,0,0,0,0,0,0
1023,0,37,50,0,1,0,0,0,0,0,0
